"State","2013_Urbanization","Year","Deaths","Population"
"Connecticut","Micropolitan (non-metro)",2001,24,89933
"Connecticut","Micropolitan (non-metro)",2002,14,91011
"Connecticut","Micropolitan (non-metro)",2004,14,92356
"Connecticut","Micropolitan (non-metro)",2005,15,92616
"Connecticut","Micropolitan (non-metro)",2006,16,92969
"Connecticut","Micropolitan (non-metro)",2007,19,93257
"Connecticut","Micropolitan (non-metro)",2008,20,93465
"Connecticut","Micropolitan (non-metro)",2009,16,93426
"Connecticut","Micropolitan (non-metro)",2010,21,93338
"Connecticut","Micropolitan (non-metro)",2011,20,92837
"Connecticut","Micropolitan (non-metro)",2012,24,92275
"Connecticut","Micropolitan (non-metro)",2013,23,92061
"Connecticut","Micropolitan (non-metro)",2014,19,91138
"Connecticut","Micropolitan (non-metro)",2015,12,90563
"Connecticut","Micropolitan (non-metro)",2016,14,90205
"Delaware","Large Fringe Metro",1999,44,240833
"Delaware","Large Fringe Metro",2000,33,242943
"Delaware","Large Fringe Metro",2001,59,245478
"Delaware","Large Fringe Metro",2002,31,247676
"Delaware","Large Fringe Metro",2003,45,249938
"Delaware","Large Fringe Metro",2004,45,251812
"Delaware","Large Fringe Metro",2005,42,253654
"Delaware","Large Fringe Metro",2006,39,255465
"Delaware","Large Fringe Metro",2007,40,256862
"Delaware","Large Fringe Metro",2008,46,258783
"Delaware","Large Fringe Metro",2009,50,259955
"Delaware","Large Fringe Metro",2010,45,260671
"Delaware","Large Fringe Metro",2011,49,262599
"Delaware","Large Fringe Metro",2012,50,264590
"Delaware","Large Fringe Metro",2013,50,265882
"Delaware","Large Fringe Metro",2014,55,267542
"Delaware","Large Fringe Metro",2015,49,269549
"Delaware","Large Fringe Metro",2016,52,269828
"Delaware","Medium Metro",1999,16,74820
"Delaware","Medium Metro",2000,17,76528
"Delaware","Medium Metro",2001,13,78524
"Delaware","Medium Metro",2002,21,80353
"Delaware","Medium Metro",2003,13,82442
"Delaware","Medium Metro",2004,17,84424
"Delaware","Medium Metro",2005,14,86697
"Delaware","Medium Metro",2006,19,89074
"Delaware","Medium Metro",2007,20,91488
"Delaware","Medium Metro",2008,24,93672
"Delaware","Medium Metro",2009,19,95098
"Delaware","Medium Metro",2010,31,96233
"Delaware","Medium Metro",2011,17,97822
"Delaware","Medium Metro",2012,28,99020
"Delaware","Medium Metro",2013,22,100416
"Delaware","Medium Metro",2014,22,102202
"Delaware","Medium Metro",2015,24,104610
"Delaware","Medium Metro",2016,28,106652
"Delaware","Small Metro",1999,13,60605
"Delaware","Small Metro",2000,12,61070
"Delaware","Small Metro",2001,13,62348
"Delaware","Small Metro",2002,14,63488
"Delaware","Small Metro",2003,11,64821
"Delaware","Small Metro",2005,13,69572
"Delaware","Small Metro",2006,16,71963
"Delaware","Small Metro",2007,11,74001
"Delaware","Small Metro",2008,18,75938
"Delaware","Small Metro",2009,17,76882
"Delaware","Small Metro",2010,12,78035
"Delaware","Small Metro",2011,15,79415
"Delaware","Small Metro",2012,19,80748
"Delaware","Small Metro",2013,19,81649
"Delaware","Small Metro",2014,23,82945
"Delaware","Small Metro",2015,14,83650
"Delaware","Small Metro",2016,18,84190
"District of Columbia","Large Central Metro",1999,26,268416
"District of Columbia","Large Central Metro",2000,18,269366
"District of Columbia","Large Central Metro",2001,34,270764
"District of Columbia","Large Central Metro",2002,23,270012
"District of Columbia","Large Central Metro",2003,31,267895
"District of Columbia","Large Central Metro",2004,27,267470
"District of Columbia","Large Central Metro",2005,24,267523
"District of Columbia","Large Central Metro",2006,24,269359
"District of Columbia","Large Central Metro",2007,24,271455
"District of Columbia","Large Central Metro",2008,33,273971
"District of Columbia","Large Central Metro",2009,26,280400
"District of Columbia","Large Central Metro",2010,33,284222
"District of Columbia","Large Central Metro",2011,21,292221
"District of Columbia","Large Central Metro",2012,30,299041
"District of Columbia","Large Central Metro",2013,30,306250
"District of Columbia","Large Central Metro",2014,39,312600
"District of Columbia","Large Central Metro",2015,29,318601
"District of Columbia","Large Central Metro",2016,33,323230
"Florida","Large Central Metro",1999,557,2799238
"Florida","Large Central Metro",2000,560,2838123
"Florida","Large Central Metro",2001,581,2893272
"Florida","Large Central Metro",2002,546,2935573
"Florida","Large Central Metro",2003,561,2974602
"Florida","Large Central Metro",2004,552,3023768
"Florida","Large Central Metro",2005,553,3078999
"Florida","Large Central Metro",2006,570,3121121
"Florida","Large Central Metro",2007,646,3143997
"Florida","Large Central Metro",2008,668,3166456
"Florida","Large Central Metro",2009,695,3197128
"Florida","Large Central Metro",2010,599,3231208
"Florida","Large Central Metro",2011,645,3300478
"Florida","Large Central Metro",2012,663,3342773
"Florida","Large Central Metro",2013,637,3380216
"Florida","Large Central Metro",2014,682,3434091
"Florida","Large Central Metro",2015,755,3492522
"Florida","Large Central Metro",2016,655,3541414
"Florida","Large Fringe Metro",1999,393,2055931
"Florida","Large Fringe Metro",2000,404,2092462
"Florida","Large Fringe Metro",2001,493,2156767
"Florida","Large Fringe Metro",2002,535,2213208
"Florida","Large Fringe Metro",2003,495,2264610
"Florida","Large Fringe Metro",2004,479,2329278
"Florida","Large Fringe Metro",2005,430,2392748
"Florida","Large Fringe Metro",2006,482,2431229
"Florida","Large Fringe Metro",2007,520,2451034
"Florida","Large Fringe Metro",2008,548,2472879
"Florida","Large Fringe Metro",2009,611,2490059
"Florida","Large Fringe Metro",2010,620,2510471
"Florida","Large Fringe Metro",2011,619,2547270
"Florida","Large Fringe Metro",2012,602,2591791
"Florida","Large Fringe Metro",2013,591,2629699
"Florida","Large Fringe Metro",2014,655,2679196
"Florida","Large Fringe Metro",2015,597,2733940
"Florida","Large Fringe Metro",2016,651,2783297
"Florida","Medium Metro",1999,451,2060527
"Florida","Medium Metro",2000,509,2087672
"Florida","Medium Metro",2001,528,2142579
"Florida","Medium Metro",2002,516,2193342
"Florida","Medium Metro",2003,547,2247818
"Florida","Medium Metro",2004,546,2318721
"Florida","Medium Metro",2005,540,2395611
"Florida","Medium Metro",2006,605,2460267
"Florida","Medium Metro",2007,602,2507815
"Florida","Medium Metro",2008,643,2526922
"Florida","Medium Metro",2009,648,2532497
"Florida","Medium Metro",2010,691,2546474
"Florida","Medium Metro",2011,733,2569206
"Florida","Medium Metro",2012,727,2601626
"Florida","Medium Metro",2013,695,2633873
"Florida","Medium Metro",2014,724,2679143
"Florida","Medium Metro",2015,805,2733947
"Florida","Medium Metro",2016,755,2788865
"Florida","Micropolitan (non-metro)",1999,41,175820
"Florida","Micropolitan (non-metro)",2000,44,177939
"Florida","Micropolitan (non-metro)",2001,46,177743
"Florida","Micropolitan (non-metro)",2002,49,178878
"Florida","Micropolitan (non-metro)",2003,43,180626
"Florida","Micropolitan (non-metro)",2004,59,182990
"Florida","Micropolitan (non-metro)",2005,45,185062
"Florida","Micropolitan (non-metro)",2006,48,186815
"Florida","Micropolitan (non-metro)",2007,57,187562
"Florida","Micropolitan (non-metro)",2008,53,188055
"Florida","Micropolitan (non-metro)",2009,67,187779
"Florida","Micropolitan (non-metro)",2010,45,188011
"Florida","Micropolitan (non-metro)",2011,55,188013
"Florida","Micropolitan (non-metro)",2012,50,186225
"Florida","Micropolitan (non-metro)",2013,62,185889
"Florida","Micropolitan (non-metro)",2014,51,186667
"Florida","Micropolitan (non-metro)",2015,59,187566
"Florida","Micropolitan (non-metro)",2016,56,190392
"Florida","NonCore (non-metro)",1999,30,161478
"Florida","NonCore (non-metro)",2000,44,164138
"Florida","NonCore (non-metro)",2001,39,164619
"Florida","NonCore (non-metro)",2002,46,166422
"Florida","NonCore (non-metro)",2003,30,169850
"Florida","NonCore (non-metro)",2004,37,174080
"Florida","NonCore (non-metro)",2005,39,178034
"Florida","NonCore (non-metro)",2006,41,181943
"Florida","NonCore (non-metro)",2007,41,185581
"Florida","NonCore (non-metro)",2008,59,190431
"Florida","NonCore (non-metro)",2009,52,191300
"Florida","NonCore (non-metro)",2010,52,191278
"Florida","NonCore (non-metro)",2011,38,190599
"Florida","NonCore (non-metro)",2012,49,191206
"Florida","NonCore (non-metro)",2013,47,189983
"Florida","NonCore (non-metro)",2014,49,189686
"Florida","NonCore (non-metro)",2015,61,189597
"Florida","NonCore (non-metro)",2016,40,189211
"Florida","Small Metro",1999,109,432580
"Florida","Small Metro",2000,104,437381
"Florida","Small Metro",2001,115,449210
"Florida","Small Metro",2002,126,460213
"Florida","Small Metro",2003,124,469006
"Florida","Small Metro",2004,127,484034
"Florida","Small Metro",2005,162,493634
"Florida","Small Metro",2006,133,505535
"Florida","Small Metro",2007,135,513266
"Florida","Small Metro",2008,151,517283
"Florida","Small Metro",2009,166,519592
"Florida","Small Metro",2010,155,521913
"Florida","Small Metro",2011,162,525810
"Florida","Small Metro",2012,170,534206
"Florida","Small Metro",2013,205,542987
"Florida","Small Metro",2014,167,554503
"Florida","Small Metro",2015,168,564967
"Florida","Small Metro",2016,200,576972
"Georgia","Large Central Metro",1999,74,396180
"Georgia","Large Central Metro",2000,48,401726
"Georgia","Large Central Metro",2001,63,403654
"Georgia","Large Central Metro",2002,61,400020
"Georgia","Large Central Metro",2003,57,399411
"Georgia","Large Central Metro",2004,73,397910
"Georgia","Large Central Metro",2005,59,400943
"Georgia","Large Central Metro",2006,50,413880
"Georgia","Large Central Metro",2007,58,424663
"Georgia","Large Central Metro",2008,54,434164
"Georgia","Large Central Metro",2009,76,441328
"Georgia","Large Central Metro",2010,75,448267
"Georgia","Large Central Metro",2011,88,464205
"Georgia","Large Central Metro",2012,81,477103
"Georgia","Large Central Metro",2013,89,479045
"Georgia","Large Central Metro",2014,78,483756
"Georgia","Large Central Metro",2015,62,489092
"Georgia","Large Central Metro",2016,87,495128
"Georgia","Large Fringe Metro",1999,258,1651451
"Georgia","Large Fringe Metro",2000,248,1702524
"Georgia","Large Fringe Metro",2001,300,1766698
"Georgia","Large Fringe Metro",2002,311,1808638
"Georgia","Large Fringe Metro",2003,312,1845375
"Georgia","Large Fringe Metro",2004,307,1889998
"Georgia","Large Fringe Metro",2005,302,1932929
"Georgia","Large Fringe Metro",2006,301,1997605
"Georgia","Large Fringe Metro",2007,343,2047099
"Georgia","Large Fringe Metro",2008,324,2087239
"Georgia","Large Fringe Metro",2009,345,2112018
"Georgia","Large Fringe Metro",2010,390,2124256
"Georgia","Large Fringe Metro",2011,368,2156676
"Georgia","Large Fringe Metro",2012,383,2177225
"Georgia","Large Fringe Metro",2013,375,2203070
"Georgia","Large Fringe Metro",2014,430,2237832
"Georgia","Large Fringe Metro",2015,410,2275240
"Georgia","Large Fringe Metro",2016,443,2304276
"Georgia","Medium Metro",1999,79,481969
"Georgia","Medium Metro",2000,76,484770
"Georgia","Medium Metro",2001,101,491444
"Georgia","Medium Metro",2002,89,497387
"Georgia","Medium Metro",2003,99,494218
"Georgia","Medium Metro",2004,85,505056
"Georgia","Medium Metro",2005,97,508797
"Georgia","Medium Metro",2006,95,518192
"Georgia","Medium Metro",2007,92,521947
"Georgia","Medium Metro",2008,96,528235
"Georgia","Medium Metro",2009,115,537681
"Georgia","Medium Metro",2010,113,542438
"Georgia","Medium Metro",2011,113,553196
"Georgia","Medium Metro",2012,99,562650
"Georgia","Medium Metro",2013,120,568945
"Georgia","Medium Metro",2014,128,572706
"Georgia","Medium Metro",2015,144,578750
"Georgia","Medium Metro",2016,137,579689
"Georgia","Micropolitan (non-metro)",1999,85,430324
"Georgia","Micropolitan (non-metro)",2000,98,435202
"Georgia","Micropolitan (non-metro)",2001,84,440904
"Georgia","Micropolitan (non-metro)",2002,80,444475
"Georgia","Micropolitan (non-metro)",2003,93,447898
"Georgia","Micropolitan (non-metro)",2004,101,453366
"Georgia","Micropolitan (non-metro)",2005,68,457709
"Georgia","Micropolitan (non-metro)",2006,73,466411
"Georgia","Micropolitan (non-metro)",2007,85,475560
"Georgia","Micropolitan (non-metro)",2008,90,481237
"Georgia","Micropolitan (non-metro)",2009,105,481851
"Georgia","Micropolitan (non-metro)",2010,93,482826
"Georgia","Micropolitan (non-metro)",2011,105,485545
"Georgia","Micropolitan (non-metro)",2012,105,486267
"Georgia","Micropolitan (non-metro)",2013,114,484289
"Georgia","Micropolitan (non-metro)",2014,106,484389
"Georgia","Micropolitan (non-metro)",2015,126,485053
"Georgia","Micropolitan (non-metro)",2016,112,487826
"Georgia","NonCore (non-metro)",1999,72,350100
"Georgia","NonCore (non-metro)",2000,88,355185
"Georgia","NonCore (non-metro)",2001,88,360789
"Georgia","NonCore (non-metro)",2002,78,364135
"Georgia","NonCore (non-metro)",2003,97,369677
"Georgia","NonCore (non-metro)",2004,79,374602
"Georgia","NonCore (non-metro)",2005,86,377779
"Georgia","NonCore (non-metro)",2006,77,385228
"Georgia","NonCore (non-metro)",2007,86,389611
"Georgia","NonCore (non-metro)",2008,68,394565
"Georgia","NonCore (non-metro)",2009,98,398348
"Georgia","NonCore (non-metro)",2010,84,398776
"Georgia","NonCore (non-metro)",2011,83,400151
"Georgia","NonCore (non-metro)",2012,96,399268
"Georgia","NonCore (non-metro)",2013,76,399193
"Georgia","NonCore (non-metro)",2014,98,397620
"Georgia","NonCore (non-metro)",2015,109,398352
"Georgia","NonCore (non-metro)",2016,119,397198
"Georgia","Small Metro",1999,131,639910
"Georgia","Small Metro",2000,108,647706
"Georgia","Small Metro",2001,117,657387
"Georgia","Small Metro",2002,113,665667
"Georgia","Small Metro",2003,139,671262
"Georgia","Small Metro",2004,128,684796
"Georgia","Small Metro",2005,133,692502
"Georgia","Small Metro",2006,134,703891
"Georgia","Small Metro",2007,137,713536
"Georgia","Small Metro",2008,128,722419
"Georgia","Small Metro",2009,147,731864
"Georgia","Small Metro",2010,137,732608
"Georgia","Small Metro",2011,152,743034
"Georgia","Small Metro",2012,139,748511
"Georgia","Small Metro",2013,168,746819
"Georgia","Small Metro",2014,159,750684
"Georgia","Small Metro",2015,155,753395
"Georgia","Small Metro",2016,200,756348
"Hawaii","Medium Metro",1999,70,442158
"Hawaii","Medium Metro",2000,77,440518
"Hawaii","Medium Metro",2001,73,444480
"Hawaii","Medium Metro",2002,61,447944
"Hawaii","Medium Metro",2003,64,448027
"Hawaii","Medium Metro",2004,61,453809
"Hawaii","Medium Metro",2005,44,460221
"Hawaii","Medium Metro",2006,57,465426
"Hawaii","Medium Metro",2007,59,462718
"Hawaii","Medium Metro",2008,52,467059
"Hawaii","Medium Metro",2009,70,471364
"Hawaii","Medium Metro",2010,95,477092
"Hawaii","Medium Metro",2011,85,483445
"Hawaii","Medium Metro",2012,95,493023
"Hawaii","Medium Metro",2013,72,498382
"Hawaii","Medium Metro",2014,93,503609
"Hawaii","Medium Metro",2015,93,507927
"Hawaii","Medium Metro",2016,88,500460
"Hawaii","Micropolitan (non-metro)",1999,17,102814
"Hawaii","Micropolitan (non-metro)",2000,19,103751
"Hawaii","Micropolitan (non-metro)",2001,20,105657
"Hawaii","Micropolitan (non-metro)",2002,21,107715
"Hawaii","Micropolitan (non-metro)",2003,21,110043
"Hawaii","Micropolitan (non-metro)",2004,18,112448
"Hawaii","Micropolitan (non-metro)",2005,14,115687
"Hawaii","Micropolitan (non-metro)",2006,18,118728
"Hawaii","Micropolitan (non-metro)",2007,22,121405
"Hawaii","Micropolitan (non-metro)",2008,27,123863
"Hawaii","Micropolitan (non-metro)",2009,41,125352
"Hawaii","Micropolitan (non-metro)",2010,40,126522
"Hawaii","Micropolitan (non-metro)",2011,38,127804
"Hawaii","Micropolitan (non-metro)",2012,35,129370
"Hawaii","Micropolitan (non-metro)",2013,38,130504
"Hawaii","Micropolitan (non-metro)",2014,47,132456
"Hawaii","Micropolitan (non-metro)",2015,44,134454
"Hawaii","Micropolitan (non-metro)",2016,37,134632
"Hawaii","Small Metro",1999,20,63498
"Hawaii","Small Metro",2000,15,64402
"Hawaii","Small Metro",2001,10,66622
"Hawaii","Small Metro",2002,12,67762
"Hawaii","Small Metro",2003,13,69331
"Hawaii","Small Metro",2004,11,70448
"Hawaii","Small Metro",2005,16,72008
"Hawaii","Small Metro",2006,13,73226
"Hawaii","Small Metro",2007,20,74367
"Hawaii","Small Metro",2008,14,75978
"Hawaii","Small Metro",2009,27,76926
"Hawaii","Small Metro",2010,24,77629
"Hawaii","Small Metro",2011,20,78556
"Hawaii","Small Metro",2012,21,79572
"Hawaii","Small Metro",2013,21,80728
"Hawaii","Small Metro",2014,23,82034
"Hawaii","Small Metro",2015,21,82991
"Hawaii","Small Metro",2016,20,82523
"Idaho","Medium Metro",1999,50,226339
"Idaho","Medium Metro",2000,50,232706
"Idaho","Medium Metro",2001,43,243755
"Idaho","Medium Metro",2002,55,250520
"Idaho","Medium Metro",2003,62,256711
"Idaho","Medium Metro",2004,68,263792
"Idaho","Medium Metro",2005,56,274123
